timestamp_iso,metodo,endpoint,status_code,latency_ms,connect_ms,error,siniestro_id,intento,hilos_activos
2026-09-24T07:02:52.613,POST,/desembolsos,201,227.4,83.4,,9d467aae-8902-4cb9-af0d-4e510427339c,1,1
2026-09-24T07:02:52.727,POST,/desembolsos,201,181.9,86.8,,01c15b07-e7a9-4991-afa6-224afe566d62,1,2
2026-09-24T07:02:52.811,POST,/desembolsos,201,179.8,88.9,,3e92c2e3-26a4-4916-9b70-3ddc026109da,1,3
2026-09-24T07:02:52.907,POST,/desembolsos,201,182.9,93.5,,58f31ab9-c698-445e-8cd4-b6c5915a9705,1,4
2026-09-24T07:02:53.035,POST,/desembolsos,201,223.7,131.9,,5fbf1050-c3d5-4f2a-8c9a-04ec776c1093,1,5
2026-09-24T07:02:53.118,POST,/desembolsos,201,203.0,90.7,,12f8d8f5-fbe7-4bc7-8618-634368d9f646,1,7
2026-09-24T07:02:53.208,POST,/desembolsos,201,228.0,112.7,,9c66d70f-956c-434a-ad5d-8316ebec874c,1,8
2026-09-24T07:02:53.306,POST,/desembolsos,201,221.6,129.6,,8b41a2b4-01a9-4746-98e8-fb84b3a761cf,1,9
2026-09-24T07:02:53.419,POST,/desembolsos,201,177.5,87.1,,073cdbf8-dfc2-441f-8da0-3c2921aac29b,1,10
2026-09-24T07:02:53.505,POST,/desembolsos,201,175.1,84.0,,ca5be27e-81b8-4308-bf0b-599899b9c01f,1,11
2026-09-24T07:02:53.636,POST,/desembolsos,201,186.4,87.4,,31845874-cc8d-4047-bfea-6ac30a3b7f0a,1,13
2026-09-24T07:02:53.718,POST,/desembolsos,201,188.2,98.5,,2bf2557f-82c8-4fbb-90d8-ae2758a8d916,1,14
2026-09-24T07:02:53.816,POST,/desembolsos,201,219.8,84.7,,c3aa54e6-5c18-4566-bb4b-7806295c723f,1,15
2026-09-24T07:02:53.929,POST,/desembolsos,201,196.0,106.3,,58447dd2-8a90-476a-afcf-1f0e1f6d09a5,1,16
2026-09-24T07:02:54.025,POST,/desembolsos,201,193.0,91.2,,472bfd35-c0c8-471b-bd2d-0a6fcbeea1bc,1,18
2026-09-24T07:02:54.116,POST,/desembolsos,201,186.1,96.9,,62d5d5a1-3abe-4a52-ae2b-27030a9260a5,1,19
2026-09-24T07:02:54.212,POST,/desembolsos,201,175.3,83.0,,93ab1b68-f210-4cc6-9f07-69494bb3fec0,1,20
2026-09-24T07:02:54.323,POST,/desembolsos,201,178.1,89.1,,44ca8355-08b8-4198-b46f-8bc7a475c815,1,21
2026-09-24T07:02:54.434,POST,/desembolsos,201,172.1,84.1,,823f6b52-0e56-4e67-99df-95081afd2aa5,1,22
2026-09-24T07:02:54.518,POST,/desembolsos,201,171.0,83.2,,bc824c95-06bb-447a-b583-07d9b3532b1c,1,23
2026-09-24T07:02:54.636,POST,/desembolsos,201,173.5,83.4,,e22d42f1-edab-4833-954a-8437747bff92,1,25
2026-09-24T07:02:54.716,POST,/desembolsos,201,177.4,83.9,,2331d7ca-aae2-4b5b-8a52-d98dffacd6ec,1,26
2026-09-24T07:02:54.802,POST,/desembolsos,201,188.5,94.0,,35325f43-5423-47e9-b296-636b06784cda,1,27
2026-09-24T07:02:54.932,POST,/desembolsos,201,175.2,84.5,,7c39a986-7bea-474b-ae34-2b6fc5898b70,1,28
2026-09-24T07:02:55.016,POST,/desembolsos,201,227.4,91.2,,25c0b693-ee67-4e24-88a2-fb07987f73f1,1,29
2026-09-24T07:02:55.097,POST,/desembolsos,201,226.2,136.2,,ceace3bd-08b0-43bb-af88-2e89e2b9b44a,1,31
2026-09-24T07:02:55.230,POST,/desembolsos,201,173.9,84.9,,b5f9b6a8-2a28-4a33-8d6f-650b203d12de,1,32
2026-09-24T07:02:55.311,POST,/desembolsos,201,180.6,84.3,,bc55f6d0-f7ad-49cd-b762-b6cc32781df3,1,33
2026-09-24T07:02:55.441,POST,/desembolsos,201,178.2,85.2,,eb90de5d-8b53-45f3-8b5e-dbee83da53d6,1,34
2026-09-24T07:02:55.524,POST,/desembolsos,201,174.7,86.4,,dd01cf46-4f9d-4f27-b62c-c14f7352a5e2,1,36
2026-09-24T07:02:55.607,POST,/desembolsos,201,175.9,86.9,,eccc337b-1117-4a85-8a54-02095c6d0c30,1,37
2026-09-24T07:02:55.733,POST,/desembolsos,201,176.6,86.4,,1f728f8f-4f43-4618-b23c-98dc2574de10,1,38
2026-09-24T07:02:55.819,POST,/desembolsos,201,179.9,83.4,,dc74610d-254f-41e5-a36c-938b427f185c,1,39
